,Unnamed: 0,Unnamed: 0.1,title,location1,location2,location3,area,orientation,room_type,price,url,ave_price
5471,5471,37071,整租·四和花园 1室1厅 东,静安,曹家渡,四和花园,41,东,1室1厅1卫,5900,/zufang/SH1611323674604863488.html,143
5472,5472,37072,整租·三鑫花苑 4室2厅 南,静安,曹家渡,三鑫花苑,173,南,4室2厅2卫,24000,/zufang/SH1612652868089675776.html,138
5473,5473,37073,整租·复元坊 2室1厅 南,静安,西藏北路,复元坊,48,南,2室1厅2卫,7100,/zufang/SH1612658287478571008.html,147
5474,5474,37074,整租·骏豪国际 1室0厅 东,静安,南京西路,骏豪国际,40,东,1室0厅1卫,8000,/zufang/SH1612848427702419456.html,200
5475,5475,37091,整租·愚园路588号 1室0厅 北,静安,静安寺,愚园路588号,26,北,1室0厅1卫,4900,/zufang/SH1613797618163384320.html,188
5477,5477,37093,整租·快乐家苑 2室1厅 南/北,静安,大宁,快乐家苑,63,南 北,2室1厅1卫,7700,/zufang/SH1614859813320130560.html,122
5478,5478,37103,整租·汇众康定小区 2室1厅 南,静安,曹家渡,汇众康定小区,51,南,2室1厅1卫,9900,/zufang/SH1711955775502417920.html,194
5479,5479,37104,整租·达安花园 2室1厅 南,静安,曹家渡,达安花园,107,南,2室1厅1卫,15000,/zufang/SH1711965809623957504.html,140
5480,5480,37105,整租·晋元里 1室1厅 西北,静安,曹家渡,晋元里,32,西北,1室1厅1卫,5000,/zufang/SH1712018507035574272.html,156
5481,5481,37106,整租·瀚林世家 2室1厅 南/北,静安,曹家渡,瀚林世家,91,南 北,2室1厅1卫,12500,/zufang/SH1712068011256446976.html,137
5482,5482,37107,整租·金融街融府 3室2厅 南,静安,不夜城,金融街融府,129,南,3室2厅2卫,26000,/zufang/SH1712033203692240896.html,201
5483,5483,37108,整租·保德路425弄 1室1厅 南,静安,彭浦,保德路425弄,43,南,1室1厅1卫,4000,/zufang/SH1714855398852263936.html,93
5484,5484,37109,整租·永和二村 1室1厅 南,静安,永和,永和二村,43,南,1室1厅1卫,3900,/zufang/SH1714914197915041792.html,90
5485,5485,37110,整租·姚西小区 2室0厅 南,静安,曹家渡,姚西小区,55,南,2室0厅1卫,7500,/zufang/SH1714915838865178624.html,136
5486,5486,37111,整租·延平路237弄 1室1厅 南,静安,曹家渡,延平路237弄,44,南,1室1厅1卫,7000,/zufang/SH1714916474713276416.html,159
5487,5487,37112,整租·兴新小区 1室1厅 南,静安,不夜城,兴新小区,29,南,1室1厅1卫,3800,/zufang/SH1714956765235249152.html,131
5488,5488,37113,整租·象山小区 2室1厅 南,静安,西藏北路,象山小区,49,南,2室1厅1卫,6000,/zufang/SH1712087102696456192.html,122
5489,5489,37114,整租·绿色丽园 1室1厅 南,静安,大宁,绿色丽园,40,南,1室1厅1卫,5800,/zufang/SH1712096795904966656.html,145
5490,5490,37115,整租·粤秀名邸 2室2厅 南/北,静安,大宁,粤秀名邸,83,南 北,2室2厅1卫,7000,/zufang/SH1712315884229361664.html,84
5491,5491,37116,整租·粤秀苑 2室2厅 南/北,静安,大宁,粤秀苑,70,南 北,2室2厅1卫,6600,/zufang/SH1712327541471051776.html,94
5492,5492,37117,整租·远中风华园(公寓) 1室2厅 南,静安,南京西路,远中风华园(公寓),66,南,1室2厅1卫,15500,/zufang/SH1712330887099580416.html,234
5493,5493,37118,整租·和源名城 3室1厅 南,静安,彭浦,和源名城,78,南,3室1厅1卫,5800,/zufang/SH1712370354908823552.html,74
5494,5494,37119,整租·中海万锦城(四期) 3室2厅 南,静安,不夜城,中海万锦城(四期),81,南,3室2厅2卫,13000,/zufang/SH1712410468213063680.html,160
5495,5495,37120,整租·永和丽园 3室2厅 南,静安,阳城,永和丽园,112,南,3室2厅2卫,8500,/zufang/SH1712445537199849472.html,75
5496,5496,37121,整租·银都二村 2室1厅 南,静安,彭浦,银都二村,41,南,2室1厅1卫,4200,/zufang/SH1712670481011703808.html,102
5497,5497,37122,整租·愚园路641弄 1室1厅 南,静安,静安寺,愚园路641弄,43,南,1室1厅1卫,6500,/zufang/SH1714999084114247680.html,151
5498,5498,37123,整租·句容小区 2室1厅 南,静安,江宁路,句容小区,42,南,2室1厅1卫,7300,/zufang/SH1715196341543501824.html,173
5499,5499,37124,整租·四和花园 1室1厅 南,静安,曹家渡,四和花园,39,南,1室1厅1卫,8500,/zufang/SH1714986686896668672.html,217
5500,5500,37125,整租·延长中路451弄 1室1厅 南,静安,大宁,延长中路451弄,30,南,1室1厅1卫,4000,/zufang/SH1714995349254307840.html,133
5501,5501,37126,整租·永和二村 1室1厅 南,静安,永和,永和二村,43,南,1室1厅1卫,4700,/zufang/SH1715233374878040064.html,109
5502,5502,37128,整租·又一村(静安) 1室1厅 南,静安,江宁路,又一村(静安),40,南,1室1厅1卫,5500,/zufang/SH1707624445826301952.html,137
5503,5503,37129,整租·彭新小区 1室1厅 南,静安,彭浦,彭新小区,41,南,1室1厅1卫,4000,/zufang/SH1707642580096778240.html,97
5504,5504,37130,整租·老沪太路250弄 1室1厅 南,静安,大宁,老沪太路250弄,39,南,1室1厅1卫,4800,/zufang/SH1707665222170312704.html,123
5505,5505,37132,整租·金城大厦 1室1厅 东南/南,静安,西藏北路,金城大厦,41,东南 南,1室1厅1卫,4300,/zufang/SH1709920680184643584.html,104
5506,5506,37134,整租·仁恒静安世纪 3室2厅 南/北,静安,大宁,仁恒静安世纪,106,南 北,3室2厅2卫,15000,/zufang/SH1710131016972107776.html,141
5507,5507,37135,整租·彭五小区 1室0厅 南,静安,彭浦,彭五小区,28,南,1室0厅1卫,3200,/zufang/SH1708852663929536512.html,114
5508,5508,37136,整租·新福康里(公寓) 2室1厅 南/北,静安,南京西路,新福康里(公寓),87,南 北,2室1厅1卫,13500,/zufang/SH1709062438537658368.html,155
5509,5509,37137,整租·康悦亚洲花园 2室2厅 南,静安,彭浦,康悦亚洲花园,102,南,2室2厅1卫,7500,/zufang/SH1717820591668461568.html,73
5510,5510,37138,整租·保德路425弄 2室1厅 南,静安,彭浦,保德路425弄,59,南,2室1厅1卫,5200,/zufang/SH1711282781339779072.html,88
5511,5511,37139,整租·共康四村 2室1厅 南,静安,彭浦,共康四村,61,南,2室1厅1卫,5200,/zufang/SH1711293065248899072.html,85
5512,5512,37140,整租·重华新村 1室1厅 南,静安,南京西路,重华新村,20,南,1室1厅1卫,4800,/zufang/SH1711368342335389696.html,240
5513,5513,37141,整租·景凤小区 2室1厅 南,静安,彭浦,景凤小区,59,南,2室1厅1卫,5200,/zufang/SH1711575709673062400.html,88
5514,5514,37142,整租·企业公馆 2室1厅 南,静安,不夜城,企业公馆,161,南,2室1厅2卫,22000,/zufang/SH1711386540153765888.html,136
5515,5515,37143,整租·岭南小区 2室1厅 南,静安,彭浦,岭南小区,58,南,2室1厅1卫,4600,/zufang/SH1711405898338926592.html,79
5516,5516,37144,整租·泉灵小区 2室1厅 南,静安,彭浦,泉灵小区,53,南,2室1厅1卫,4700,/zufang/SH1711590325924921344.html,88
5517,5517,37145,整租·沪太路651弄 1室0厅 南,静安,大宁,沪太路651弄,33,南,1室0厅1卫,3500,/zufang/SH1709943185624530944.html,106
5518,5518,37146,整租·静安紫苑 1室1厅 南,静安,南京西路,静安紫苑,43,南,1室1厅1卫,6000,/zufang/SH1710180611412459520.html,139
5519,5519,37147,整租·柳营路309弄 2室1厅 南,静安,闸北公园,柳营路309弄,59,南,2室1厅1卫,5600,/zufang/SH1710215254631251968.html,94
5520,5520,37148,整租·延安西路150弄 2室1厅 南,静安,静安寺,延安西路150弄,56,南,2室1厅1卫,10000,/zufang/SH1710246322327519232.html,178
5521,5521,37149,整租·芳沁苑 2室1厅 南/北,静安,大宁,芳沁苑,85,南 北,2室1厅1卫,7500,/zufang/SH1707670063487647744.html,88
5522,5522,37150,整租·延长小区(闸北) 2室1厅 南/北,静安,大宁,延长小区(闸北),49,南 北,2室1厅1卫,6500,/zufang/SH1707695703452549120.html,132
5523,5523,37151,整租·新梅共和城 3室2厅 南,静安,大宁,新梅共和城,97,南,3室2厅1卫,10500,/zufang/SH1707704569997295616.html,108
5524,5524,37152,整租·丽致公寓 3室2厅 南,静安,江宁路,丽致公寓,158,南,3室2厅2卫,20000,/zufang/SH1707714885133008896.html,126
5525,5525,37153,整租·黄山锦庭 1室1厅 南,静安,闸北公园,黄山锦庭,49,南,1室1厅1卫,7300,/zufang/SH1707723386756530176.html,148
5526,5526,37154,整租·陕西北路119弄 1室1厅 南,静安,南京西路,陕西北路119弄,35,南,1室1厅1卫,6500,/zufang/SH1707743460552867840.html,185
5527,5527,37155,整租·中兴财富国际公寓 1室1厅 南,静安,不夜城,中兴财富国际公寓,51,南,1室1厅1卫,7000,/zufang/SH1707985030766133248.html,137
5528,5528,37156,整租·慧芝湖花园（三期） 2室2厅 南,静安,大宁,慧芝湖花园（三期）,84,南,2室2厅1卫,11000,/zufang/SH1708021142482059264.html,130
5529,5529,37157,整租·姚西小区 1室0厅 北,静安,曹家渡,姚西小区,20,北,1室0厅1卫,3800,/zufang/SH1708054431016157184.html,190
5530,5530,37158,整租·复元坊 1室0厅 南,静安,西藏北路,复元坊,32,南,1室0厅1卫,4500,/zufang/SH1708057798136299520.html,140
5531,5531,37159,整租·洛川东路400弄 1室1厅 北,静安,闸北公园,洛川东路400弄,29,北,1室1厅1卫,4000,/zufang/SH1708048453960990720.html,137
5532,5532,37160,整租·和源馨苑 2室1厅 南,静安,西藏北路,和源馨苑,92,南,2室1厅1卫,10200,/zufang/SH1710487168247398400.html,110
5533,5533,37161,整租·共康三村 1室1厅 南,静安,彭浦,共康三村,36,南,1室1厅1卫,3700,/zufang/SH1710573042834341888.html,102
5534,5534,37162,整租·达安广场 3室2厅 南/北,静安,静安寺,达安广场,190,南 北,3室2厅2卫,29000,/zufang/SH1711623735347249152.html,152
5535,5535,37163,整租·宁和小区 1室1厅 南,静安,大宁,宁和小区,45,南,1室1厅1卫,5000,/zufang/SH1711660338585272320.html,111
5536,5536,37164,整租·又一村(静安) 1室1厅 南,静安,江宁路,又一村(静安),31,南,1室1厅1卫,6000,/zufang/SH1709098117799870464.html,193
5537,5537,37165,整租·万荣小区 1室1厅 南,静安,阳城,万荣小区,31,南,1室1厅1卫,4200,/zufang/SH1709130234206355456.html,135
5538,5538,37166,整租·金融街融府 3室1厅 南,静安,不夜城,金融街融府,88,南,3室1厅1卫,18500,/zufang/SH1709401851868217344.html,210
5539,5539,37167,整租·骏豪国际 1室1厅 南,静安,南京西路,骏豪国际,53,南,1室1厅1卫,10800,/zufang/SH1709410982087884800.html,203
5540,5540,37168,整租·锦灏佳园 2室2厅 南,静安,闸北公园,锦灏佳园,96,南,2室2厅1卫,9800,/zufang/SH1709424521158590464.html,102
5541,5541,37169,整租·静安豪景苑 1室2厅 南,静安,江宁路,静安豪景苑,72,南,1室2厅1卫,16000,/zufang/SH1709432566953541632.html,222
5542,5542,37170,整租·苏河融景 4室2厅 南,静安,不夜城,苏河融景,180,南,4室2厅2卫,35000,/zufang/SH1718136729405227008.html,194
5543,5543,37171,整租·华山路457号 1室1厅 北,静安,静安寺,华山路457号,16,北,1室1厅1卫,4300,/zufang/SH1711646179986505728.html,268
5544,5544,37172,整租·闻喜小区 2室1厅 南,静安,彭浦,闻喜小区,48,南,2室1厅1卫,4800,/zufang/SH1711658520471928832.html,100
5545,5545,37173,整租·万荣新苑 2室1厅 南,静安,阳城,万荣新苑,76,南,2室1厅1卫,6700,/zufang/SH1711737540819550208.html,88
5546,5546,37174,整租·柳营路319弄 1室1厅 北,静安,闸北公园,柳营路319弄,30,北,1室1厅1卫,4200,/zufang/SH1711965829504958464.html,140
5547,5547,37175,整租·化工小区(静安) 1室0厅 南,静安,南京西路,化工小区(静安),33,南,1室0厅1卫,6000,/zufang/SH1711974412909019136.html,181
5548,5548,37176,整租·上工新村 2室1厅 南,静安,大宁,上工新村,36,南,2室1厅1卫,5100,/zufang/SH1712024396895354880.html,141
5549,5549,37177,整租·四和花园 2室1厅 南,静安,曹家渡,四和花园,66,南,2室1厅1卫,8000,/zufang/SH1712067929568182272.html,121
5550,5550,37178,整租·长宁路57-59号(单) 2室1厅 南,静安,曹家渡,长宁路57-59号(单),47,南,2室1厅1卫,7800,/zufang/SH1718876538511818752.html,165
5551,5551,37179,整租·共康四村 2室1厅 南/北,静安,彭浦,共康四村,57,南 北,2室1厅1卫,4700,/zufang/SH1710575779965829120.html,82
5552,5552,37180,整租·一天下大厦 1室1厅 南,静安,不夜城,一天下大厦,43,南,1室1厅1卫,8000,/zufang/SH1710607235123511296.html,186
5553,5553,37181,整租·新闸路1730弄 1室0厅 北,静安,江宁路,新闸路1730弄,24,北,1室0厅1卫,4600,/zufang/SH1710602768407855104.html,191
5554,5554,37182,整租·四和花园 1室1厅 西北,静安,曹家渡,四和花园,24,西北,1室1厅1卫,5000,/zufang/SH1710627791365472256.html,208
5555,5555,37183,整租·静安枫景苑 2室2厅 南,静安,江宁路,静安枫景苑,107,南,2室2厅1卫,20000,/zufang/SH1710628332090949632.html,186
5556,5556,37184,整租·彭新小区 1室0厅 南,静安,彭浦,彭新小区,29,南,1室0厅1卫,4000,/zufang/SH1692756718783561728.html,137
5557,5557,37185,整租·爱俪轩 1室1厅 南,静安,静安寺,爱俪轩,50,南,1室1厅1卫,7000,/zufang/SH1692918333554294784.html,140
5558,5558,37186,整租·金纺小区 2室2厅 南,静安,大宁,金纺小区,82,南,2室2厅1卫,7300,/zufang/SH1693165481118138368.html,89
5560,5560,37205,整租·静安均泰丽轩 3室2厅 南,静安,曹家渡,静安均泰丽轩,128,南,3室2厅2卫,18500,/zufang/SH1707693798181568512.html,144
5561,5561,37206,整租·艾格美国际公寓 1室2厅 南,静安,南京西路,艾格美国际公寓,67,南,1室2厅1卫,16000,/zufang/SH1707692400605921280.html,238
5562,5562,37207,整租·闻喜小区 1室0厅 南,静安,彭浦,闻喜小区,31,南,1室0厅1卫,3800,/zufang/SH1707694511863365632.html,122
5563,5563,37208,整租·唐家沙小区 1室0厅 南,静安,闸北公园,唐家沙小区,30,南,1室0厅1卫,3800,/zufang/SH1707727539142656000.html,126
5564,5564,37209,整租·宁和小区 1室1厅 南,静安,大宁,宁和小区,45,南,1室1厅1卫,5800,/zufang/SH1707747733277769728.html,128
5566,5566,37211,整租·宝昌路600弄 1室1厅 南/北,静安,西藏北路,宝昌路600弄,37,南 北,1室1厅1卫,4200,/zufang/SH1707968911166668800.html,113
5567,5567,37212,整租·和新小区 1室1厅 南,静安,彭浦,和新小区,35,南,1室1厅1卫,3800,/zufang/SH1689562483859128320.html,108
5568,5568,37213,整租·延安中路1157弄 1室1厅 南,静安,静安寺,延安中路1157弄,30,南,1室1厅1卫,6000,/zufang/SH1689565983368282112.html,200
5569,5569,37214,整租·融创静安映 3室2厅 南/北,静安,大宁,融创静安映,97,南 北,3室2厅2卫,14500,/zufang/SH1689861342653054976.html,149
5570,5570,37215,整租·华山路693号 1室1厅 南,静安,静安寺,华山路693号,47,南,1室1厅1卫,9800,/zufang/SH1689893115969667072.html,208
5571,5571,37216,整租·和诚公寓 2室2厅 南,静安,闸北公园,和诚公寓,93,南,2室2厅1卫,9000,/zufang/SH1689926462276108288.html,96
5572,5572,37217,整租·延长中路451弄 2室1厅 南,静安,大宁,延长中路451弄,62,南,2室1厅1卫,6000,/zufang/SH1683438614626697216.html,96
5573,5573,37218,整租·嘉园 3室2厅 西南,静安,静安寺,嘉园,120,西南,3室2厅1卫,17000,/zufang/SH1703287301792071680.html,141
5574,5574,37219,整租·万荣小区 2室1厅 南/北,静安,阳城,万荣小区,50,南 北,2室1厅1卫,5000,/zufang/SH1685483060025360384.html,100
5575,5575,37220,整租·大华公寓(静安) 3室2厅 南,静安,南京西路,大华公寓(静安),174,南,3室2厅2卫,19800,/zufang/SH1685498250745872384.html,113
5576,5576,37221,整租·常德路954弄 2室0厅 南/北,静安,江宁路,常德路954弄,50,南 北,2室0厅1卫,7500,/zufang/SH1685598730188750848.html,150
5577,5577,37222,整租·和源馨苑 2室1厅 南/西北,静安,西藏北路,和源馨苑,97,南 西北,2室1厅1卫,10000,/zufang/SH1703640595941031936.html,103
5578,5578,37223,整租·恒丰大楼(静安) 2室2厅 南,静安,南京西路,恒丰大楼(静安),99,南,2室2厅1卫,15000,/zufang/SH1703704433268883456.html,151
5579,5579,37224,整租·安丰小区 2室1厅 南,静安,不夜城,安丰小区,46,南,2室1厅1卫,9500,/zufang/SH1703699215777005568.html,206
5580,5580,37225,整租·骏豪国际 1室1厅 西,静安,南京西路,骏豪国际,50,西,1室1厅1卫,7500,/zufang/SH1703701478352355328.html,150
5581,5581,37226,整租·武定坊 1室1厅 南,静安,江宁路,武定坊,33,南,1室1厅1卫,5700,/zufang/SH1703700366635302912.html,172
5582,5582,37227,整租·姚西小区 2室0厅 南,静安,曹家渡,姚西小区,49,南,2室0厅1卫,7500,/zufang/SH1692133763753967616.html,153
5583,5583,37228,整租·长乐路686号 1室0厅 南,静安,静安寺,长乐路686号,20,南,1室0厅1卫,4300,/zufang/SH1692152095504859136.html,215
5584,5584,37229,整租·临汾路1515弄 1室1厅 南,静安,彭浦,临汾路1515弄,37,南,1室1厅1卫,3500,/zufang/SH1706526648293130240.html,94
5585,5585,37230,整租·顺德苑 3室2厅 南,静安,南京西路,顺德苑,133,南,3室2厅2卫,24000,/zufang/SH1706524929316356096.html,180
5586,5586,37231,整租·粤秀苑 1室1厅 南,静安,大宁,粤秀苑,41,南,1室1厅1卫,4000,/zufang/SH1692376150325592064.html,97
5587,5587,37232,整租·蓝朝部落 1室1厅 南,静安,曹家渡,蓝朝部落,50,南,1室1厅1卫,8500,/zufang/SH1706502604021825536.html,170
5588,5588,37233,整租·通阁小区 1室1厅 南,静安,西藏北路,通阁小区,29,南,1室1厅1卫,4350,/zufang/SH1706504006370590720.html,150
5589,5589,37234,整租·延长路265弄 1室1厅 南,静安,大宁,延长路265弄,39,南,1室1厅1卫,13000,/zufang/SH1706590812244017152.html,333
5590,5590,37235,整租·五月花都荟豪庭 2室1厅 南/北,静安,不夜城,五月花都荟豪庭,119,南 北,2室1厅1卫,12500,/zufang/SH1707597442536439808.html,105
5591,5591,37236,整租·西新别墅 1室1厅 南,静安,江宁路,西新别墅,34,南,1室1厅1卫,6500,/zufang/SH1693947309915635712.html,191
5592,5592,37237,整租·南阳小区 1室0厅 南,静安,南京西路,南阳小区,48,南,1室0厅1卫,7500,/zufang/SH1694007005942906880.html,156
5593,5593,37238,整租·北宝兴路10弄 2室1厅 南/北,静安,闸北公园,北宝兴路10弄,50,南 北,2室1厅1卫,5800,/zufang/SH1703765481439100928.html,116
5594,5594,37239,整租·中凯城市之光(静安) 1室1厅 南,静安,南京西路,中凯城市之光(静安),71,南,1室1厅1卫,13500,/zufang/SH1703950632118910976.html,190
5595,5595,37240,整租·歌林春天馨园 2室1厅 南,静安,大宁,歌林春天馨园,89,南,2室1厅1卫,9500,/zufang/SH1703726928885710848.html,106
5596,5596,37241,整租·共和新路645弄 1室1厅 东南/南,静安,西藏北路,共和新路645弄,37,东南 南,1室1厅1卫,3600,/zufang/SH1703993536996704256.html,97
5597,5597,37242,整租·复地新都国际 1室1厅 南,静安,西藏北路,复地新都国际,69,南,1室1厅1卫,10800,/zufang/SH1703994754406023168.html,156
5598,5598,37243,整租·新闸路1039弄 1室0厅 南,静安,南京西路,新闸路1039弄,15,南,1室0厅1卫,2800,/zufang/SH1703999347957432320.html,186
5599,5599,37244,整租·洛川东路400弄 1室0厅 南,静安,闸北公园,洛川东路400弄,29,南,1室0厅1卫,3800,/zufang/SH1704037724194865152.html,131
5600,5600,37245,整租·宝山路475号 1室0厅 西/西北,静安,西藏北路,宝山路475号,30,西 西北,1室0厅1卫,3900,/zufang/SH1704058745866158080.html,130
5601,5601,37246,整租·洛川中路970号 2室1厅 南,静安,大宁,洛川中路970号,44,南,2室1厅1卫,5700,/zufang/SH1704082023586463744.html,129
5602,5602,37247,整租·圣和圣广场丽晶馆 2室1厅 北,静安,西藏北路,圣和圣广场丽晶馆,43,北,2室1厅1卫,5000,/zufang/SH1676840509361881088.html,116
5603,5603,37248,整租·泰府名邸 3室2厅 南,静安,南京西路,泰府名邸,157,南,3室2厅2卫,26000,/zufang/SH1676850471475609600.html,165
5604,5604,37249,整租·洛川东路400弄 1室1厅 北,静安,闸北公园,洛川东路400弄,30,北,1室1厅1卫,4300,/zufang/SH1676931360477937664.html,143
5605,5605,37250,整租·上大东村 1室1厅 南,静安,大宁,上大东村,35,南,1室1厅1卫,4500,/zufang/SH1676941587751370752.html,128
5606,5606,37251,整租·中兴路一号 1室0厅 南/西,静安,西藏北路,中兴路一号,49,南 西,1室0厅1卫,13800,/zufang/SH1677241276484812800.html,281
5607,5607,37252,整租·复地新都国际 2室1厅 南,静安,西藏北路,复地新都国际,127,南,2室1厅1卫,19000,/zufang/SH1677172692773502976.html,149
5608,5608,37253,整租·洛川中路1100弄 1室1厅 南,静安,大宁,洛川中路1100弄,40,南,1室1厅1卫,3900,/zufang/SH1677164009356263424.html,97
5609,5609,37254,整租·众立公寓 2室1厅 南,静安,江宁路,众立公寓,59,南,2室1厅1卫,8200,/zufang/SH1677279897371803648.html,138
5610,5610,37255,整租·大宁瑞仕花园 3室2厅 南/北,静安,大宁,大宁瑞仕花园,123,南 北,3室2厅2卫,16500,/zufang/SH1670732316005105664.html,134
5611,5611,37256,整租·升平小区 1室1厅 南,静安,南京西路,升平小区,31,南,1室1厅1卫,7900,/zufang/SH1670451543318462464.html,254
5612,5612,37257,整租·永和教师苑 2室1厅 南,静安,永和,永和教师苑,64,南,2室1厅1卫,5200,/zufang/SH1670680081774673920.html,81
5613,5613,37258,整租·海防路559号 1室1厅 南,静安,江宁路,海防路559号,36,南,1室1厅1卫,6800,/zufang/SH1671143887621586944.html,188
5614,5614,37259,整租·汉中小区 1室0厅 南,静安,不夜城,汉中小区,34,南,1室0厅1卫,6600,/zufang/SH1671445801814982656.html,194
5615,5615,37260,整租·骏豪国际 1室1厅 南,静安,南京西路,骏豪国际,52,南,1室1厅1卫,7000,/zufang/SH1671785182090231808.html,134
5616,5616,37261,整租·华通大厦 3室1厅 南,静安,江宁路,华通大厦,138,南,3室1厅1卫,16000,/zufang/SH1671732273835147264.html,115
5617,5617,37262,整租·向新新村 1室1厅 南,静安,江宁路,向新新村,41,南,1室1厅1卫,7500,/zufang/SH1671468632716083200.html,182
5618,5618,37263,整租·临汾路1244弄 1室1厅 南,静安,彭浦,临汾路1244弄,52,南,1室1厅1卫,4100,/zufang/SH1671873735654637568.html,78
5619,5619,37264,整租·茂名公寓 1室1厅 南,静安,南京西路,茂名公寓,37,南,1室1厅1卫,8400,/zufang/SH1672585605621481472.html,227
5620,5620,37265,整租·陕西北路535弄 1室1厅 西/北,静安,南京西路,陕西北路535弄,16,西 北,1室1厅1卫,5000,/zufang/SH1672832854276440064.html,312
5621,5621,37266,整租·国际丽都城 2室2厅 南,静安,南京西路,国际丽都城,128,南,2室2厅2卫,23000,/zufang/SH1702267191371497472.html,179
5622,5622,37267,整租·蓝朝部落 1室0厅 北,静安,曹家渡,蓝朝部落,34,北,1室0厅1卫,5000,/zufang/SH1702300135700037632.html,147
5623,5623,37268,整租·永昌大厦 2室1厅 东南/南,静安,江宁路,永昌大厦,110,东南 南,2室1厅1卫,13000,/zufang/SH1702276440797478912.html,118
5624,5624,37269,整租·一天下大厦 1室2厅 南,静安,不夜城,一天下大厦,60,南,1室2厅1卫,7600,/zufang/SH1702531401032663040.html,126
5625,5625,37270,整租·一天下大厦 1室2厅 西/北,静安,不夜城,一天下大厦,60,西 北,1室2厅1卫,7600,/zufang/SH1702531773969203200.html,126
5626,5626,37271,整租·骏豪国际 1室1厅 南,静安,南京西路,骏豪国际,51,南,1室1厅1卫,11000,/zufang/SH1677615136874954752.html,215
5627,5627,37272,整租·骏豪国际 1室1厅 北,静安,南京西路,骏豪国际,49,北,1室1厅1卫,8500,/zufang/SH1677967127736221696.html,173
5628,5628,37273,整租·平保小区 1室0厅 南,静安,彭浦,平保小区,37,南,1室0厅1卫,3300,/zufang/SH1677641233897357312.html,89
5629,5629,37274,整租·中凯城市之光(静安) 1室1厅 南/北,静安,南京西路,中凯城市之光(静安),67,南 北,1室1厅1卫,12000,/zufang/SH1702588580574003200.html,179
5630,5630,37275,整租·中兴路一号 2室2厅 南,静安,西藏北路,中兴路一号,104,南,2室2厅1卫,27000,/zufang/SH1682017548251430912.html,259
5631,5631,37276,整租·又一村(静安) 1室1厅 北,静安,江宁路,又一村(静安),30,北,1室1厅1卫,5400,/zufang/SH1702655162784415744.html,180
5632,5632,37277,整租·宁和小区 2室1厅 南,静安,大宁,宁和小区,60,南,2室1厅1卫,6200,/zufang/SH1707690214824083456.html,103
5633,5633,37278,整租·龙盛佳苑 1室1厅 南,静安,阳城,龙盛佳苑,46,南,1室1厅1卫,5000,/zufang/SH1707697001967124480.html,108
5634,5634,37279,整租·宁泰馨苑 3室2厅 南,静安,大宁,宁泰馨苑,151,南,3室2厅2卫,11500,/zufang/SH1704378021068144640.html,76
5635,5635,37280,整租·广电大楼 1室1厅 南,静安,静安寺,广电大楼,40,南,1室1厅1卫,5800,/zufang/SH1704391406216282112.html,145
5636,5636,37281,整租·临汾路1244弄 1室1厅 南,静安,彭浦,临汾路1244弄,37,南,1室1厅1卫,4400,/zufang/SH1704411507007160320.html,118
5637,5637,37282,整租·和源名城 2室1厅 南,静安,彭浦,和源名城,75,南,2室1厅1卫,5500,/zufang/SH1704425138587435008.html,73
5638,5638,37283,整租·阳城花园 2室1厅 南/北,静安,阳城,阳城花园,91,南 北,2室1厅1卫,8000,/zufang/SH1704474982802784256.html,87
5639,5639,37284,整租·广中西路818弄 1室1厅 南,静安,大宁,广中西路818弄,50,南,1室1厅1卫,4500,/zufang/SH1704453156072587264.html,90
5640,5640,37285,整租·中凯城市之光(静安) 1室1厅 南/北,静安,南京西路,中凯城市之光(静安),61,南 北,1室1厅1卫,12000,/zufang/SH1704486871314202624.html,196
5641,5641,37286,整租·仁恒静安世纪 3室2厅 南,静安,大宁,仁恒静安世纪,106,南,3室2厅2卫,16500,/zufang/SH1704710942459166720.html,155
5642,5642,37287,整租·融创静安映 3室2厅 南,静安,大宁,融创静安映,98,南,3室2厅2卫,18000,/zufang/SH1704726769883414528.html,183
5643,5643,37288,整租·四方新城 1室2厅 西南/西,静安,静安寺,四方新城,74,西南 西,1室2厅1卫,13000,/zufang/SH1704726819673997312.html,175
5644,5644,37289,整租·绿苑(闸北) 3室1厅 南/北,静安,大宁,绿苑(闸北),75,南 北,3室1厅1卫,6800,/zufang/SH1717029292107366400.html,90
5645,5645,37290,整租·慧芝湖花园（一二期） 4室1厅 南,静安,大宁,慧芝湖花园（一二期）,132,南,4室1厅1卫,17500,/zufang/SH1717046584903991296.html,132
5646,5646,37291,整租·永和二村 2室0厅 南/北,静安,永和,永和二村,54,南 北,2室0厅1卫,6800,/zufang/SH1717067833000591360.html,125
5647,5647,37292,整租·绿色丽园 1室1厅 南,静安,大宁,绿色丽园,51,南,1室1厅1卫,6500,/zufang/SH1717076251279097856.html,127
5648,5648,37293,整租·临汾名城 2室1厅 南,静安,彭浦,临汾名城,88,南,2室1厅1卫,7800,/zufang/SH1707747997510533120.html,88
5649,5649,37294,整租·永和教师苑 2室1厅 南/北,静安,永和,永和教师苑,65,南 北,2室1厅1卫,5500,/zufang/SH1707766348148375552.html,84
5650,5650,37295,整租·和源馨苑 1室1厅 南,静安,西藏北路,和源馨苑,67,南,1室1厅1卫,7500,/zufang/SH1708021690383990784.html,111
5651,5651,37296,整租·大宁新村 1室1厅 南,静安,大宁,大宁新村,35,南,1室1厅1卫,4500,/zufang/SH1708054037514944512.html,128
