,Unnamed: 0,title,location1,location2,location3,area,orientation,room_type,price,url
33159,33159,整租·四季全景台 1室1厅 北,浦东,花木,四季全景台,50,北,1室1厅1卫,7500,/zufang/SH1689992619888738304.html
33160,33160,整租·梅园新村(浦东) 1室0厅 南,浦东,梅园,梅园新村(浦东),27,南,1室0厅1卫,5400,/zufang/SH1690224794101874688.html
33161,33161,整租·由由四村 1室1厅 南,浦东,北蔡,由由四村,52,南,1室1厅1卫,5400,/zufang/SH1690256632379867136.html
33162,33162,整租·南江苑 1室2厅 南,浦东,杨思前滩,南江苑,66,南,1室2厅1卫,6200,/zufang/SH1708070853796691968.html
33163,33163,整租·临沂六村 1室1厅 南,浦东,南码头,临沂六村,36,南,1室1厅1卫,5500,/zufang/SH1708315961699860480.html
33164,33164,整租·建业新村 1室1厅 南,浦东,南码头,建业新村,51,南,1室1厅1卫,5200,/zufang/SH1708323177643376640.html
33166,33166,整租·浦江东旭公寓(669弄1-109号) 1室1厅 南,浦东,高行,浦江东旭公寓(669弄1-109号),55,南,1室1厅1卫,5500,/zufang/SH1711364203941462016.html
33167,33167,整租·潍坊三村 1室0厅 南,浦东,潍坊,潍坊三村,34,南,1室0厅1卫,5300,/zufang/SH1709151551622217728.html
33168,33168,整租·梅园一街坊 1室1厅 南,浦东,梅园,梅园一街坊,37,南,1室1厅1卫,6000,/zufang/SH1709181285005524992.html
33169,33169,整租·金桥酒店公寓 1室1厅 东南/南/西南,浦东,碧云,金桥酒店公寓,65,东南 南 西南,1室1厅1卫,6300,/zufang/SH1709223651410182144.html
33170,33170,整租·市政大楼 1室1厅 南,浦东,梅园,市政大楼,41,南,1室1厅1卫,7000,/zufang/SH1709414318627356672.html
33171,33171,整租·南泉小区 1室1厅 南,浦东,塘桥,南泉小区,38,南,1室1厅1卫,5000,/zufang/SH1709409606914015232.html
33172,33172,整租·金橘新苑（北区） 1室2厅 南,浦东,三林,金橘新苑（北区）,63,南,1室2厅1卫,5800,/zufang/SH1709454185965027328.html
33174,33174,整租·思浦小区 1室1厅 南,浦东,杨思前滩,思浦小区,47,南,1室1厅1卫,6200,/zufang/SH1709484184625479680.html
33175,33175,整租·梅园三街坊 1室1厅 南,浦东,梅园,梅园三街坊,37,南,1室1厅1卫,5700,/zufang/SH1718157534931451904.html
33176,33176,整租·六荷苑小区 1室1厅 南/北,浦东,金桥,六荷苑小区,55,南 北,1室1厅1卫,5000,/zufang/SH1718459648329121792.html
33177,33177,整租·阳光城魔都 1室1厅 南,浦东,唐镇,阳光城魔都,44,南,1室1厅1卫,6800,/zufang/SH1711968655295643648.html
33179,33179,整租·阳光城魔都 1室1厅 北,浦东,唐镇,阳光城魔都,44,北,1室1厅1卫,6000,/zufang/SH1692453178282344448.html
33180,33180,整租·万科翡翠公园（商用） 1室1厅 东,浦东,张江,万科翡翠公园（商用）,54,东,1室1厅1卫,7500,/zufang/SH1692471114481008640.html
33181,33181,整租·展想悦廷 1室1厅 西,浦东,张江,展想悦廷,52,西,1室1厅1卫,5500,/zufang/SH1692828957021306880.html
33182,33182,整租·金桥酒店公寓 1室1厅 北,浦东,碧云,金桥酒店公寓,67,北,1室1厅1卫,7100,/zufang/SH1692872888719245312.html
33183,33183,整租·星纪元 1室1厅 南,浦东,唐镇,星纪元,48,南,1室1厅1卫,6200,/zufang/SH1696735658741071872.html
33184,33184,整租·梅园三村 1室1厅 南,浦东,梅园,梅园三村,37,南,1室1厅1卫,6200,/zufang/SH1708784455390330880.html
33185,33185,整租·汤臣中心 1室1厅 东,浦东,陆家嘴,汤臣中心,50,东,1室1厅1卫,7000,/zufang/SH1650030634871029760.html
33186,33186,整租·金桥酒店公寓 1室1厅 南,浦东,碧云,金桥酒店公寓,47,南,1室1厅1卫,6000,/zufang/SH1651875652195844096.html
33187,33187,整租·临沂五村 1室1厅 南/北,浦东,南码头,临沂五村,55,南 北,1室1厅1卫,5800,/zufang/SH1693467520738000896.html
33188,33188,整租·蓝高小区 1室1厅 南,浦东,塘桥,蓝高小区,47,南,1室1厅1卫,5800,/zufang/SH1714294083691741184.html
33214,33214,整租·潍坊六村 1室1厅 南,浦东,潍坊,潍坊六村,32,南,1室1厅1卫,6000,/zufang/SH1697983043404300288.html
33217,33217,整租·梅园三街坊 1室1厅 南,浦东,梅园,梅园三街坊,29,南,1室1厅1卫,5200,/zufang/SH1657746451238748160.html
33219,33219,整租·朱家滩小区 1室1厅 南,浦东,潍坊,朱家滩小区,33,南,1室1厅1卫,6800,/zufang/SH1676159052276563968.html
33232,33232,整租·竹园新村(浦东) 1室1厅 南/北,浦东,源深,竹园新村(浦东),39,南 北,1室1厅1卫,7500,/zufang/SH1671047808188153856.html
33233,33233,整租·万源晶典 1室1厅 南,浦东,梅园,万源晶典,43,南,1室1厅1卫,6500,/zufang/SH1682261247308857344.html
33234,33234,整租·万邦都市花园 1室1厅 南,浦东,北蔡,万邦都市花园,53,南,1室1厅1卫,7500,/zufang/SH1682271392105496576.html
33235,33235,整租·东园一村 1室1厅 南,浦东,陆家嘴,东园一村,47,南,1室1厅1卫,5600,/zufang/SH1682966404594139136.html
33236,33236,整租·浦潍大楼 1室1厅 南,浦东,潍坊,浦潍大楼,41,南,1室1厅1卫,5000,/zufang/SH1702993217198227456.html
33237,33237,整租·中惠广场 1室1厅 东,浦东,金桥,中惠广场,54,东,1室1厅1卫,6200,/zufang/SH1684133140345389056.html
33238,33238,整租·海院小区 1室1厅 南/北,浦东,梅园,海院小区,35,南 北,1室1厅1卫,5000,/zufang/SH1684838410700718080.html
33239,33239,整租·阳光城魔都 1室1厅 东,浦东,唐镇,阳光城魔都,44,东,1室1厅1卫,6200,/zufang/SH1684754104670224384.html
33240,33240,整租·金桥酒店公寓 1室1厅 南,浦东,碧云,金桥酒店公寓,67,南,1室1厅1卫,6800,/zufang/SH1676212139343216640.html
33241,33241,整租·君誉江畔 1室1厅 南,浦东,塘桥,君誉江畔,56,南,1室1厅1卫,7000,/zufang/SH1685989317840732160.html
33242,33242,整租·阳光城魔都 1室1厅 东,浦东,唐镇,阳光城魔都,39,东,1室1厅1卫,5800,/zufang/SH1703776009456713728.html
33243,33243,整租·东陆新村六街坊 1室1厅 南,浦东,金桥,东陆新村六街坊,47,南,1室1厅1卫,5500,/zufang/SH1703988658807242752.html
33244,33244,整租·金樟花苑 1室2厅 南,浦东,金杨,金樟花苑,70,南,1室2厅1卫,6200,/zufang/SH1676873036768215040.html
33245,33245,整租·锦南花苑 1室1厅 南,浦东,塘桥,锦南花苑,37,南,1室1厅1卫,5200,/zufang/SH1676882554428325888.html
33246,33246,整租·锦绣小区 1室1厅 南,浦东,联洋,锦绣小区,48,南,1室1厅1卫,6100,/zufang/SH1677290190063796224.html
33247,33247,整租·三林新村(永泰路133弄) 1室1厅 南,浦东,三林,三林新村(永泰路133弄),59,南,1室1厅1卫,6000,/zufang/SH1686245449339502592.html
33250,33250,整租·罗山三村 1室1厅 南,浦东,金杨,罗山三村,43,南,1室1厅1卫,5000,/zufang/SH1703268196917706752.html
33252,33252,整租·塘桥小区 1室1厅 南,浦东,塘桥,塘桥小区,35,南,1室1厅1卫,5500,/zufang/SH1692073423443853312.html
33256,33256,整租·潍坊九村 1室1厅 南,浦东,潍坊,潍坊九村,39,南,1室1厅1卫,5000,/zufang/SH1701878838264332288.html
33257,33257,整租·东城新村 1室1厅 南,浦东,杨东,东城新村,59,南,1室1厅1卫,5700,/zufang/SH1701910288887971840.html
33258,33258,整租·宁阳小区 1室1厅 南,浦东,塘桥,宁阳小区,38,南,1室1厅1卫,6800,/zufang/SH1709439191462445056.html
33259,33259,整租·君誉江畔 1室0厅 西,浦东,塘桥,君誉江畔,54,西,1室0厅1卫,7000,/zufang/SH1693170747565932544.html
33260,33260,整租·盛大天地青春里(一期) 1室1厅 北,浦东,张江,盛大天地青春里(一期),45,北,1室1厅1卫,5000,/zufang/SH1711720038861373440.html
33261,33261,整租·德州二村 1室1厅 南,浦东,世博,德州二村,51,南,1室1厅1卫,7400,/zufang/SH1646074994653921280.html
33263,33263,整租·崂山四村 1室1厅 南,浦东,梅园,崂山四村,35,南,1室1厅1卫,5800,/zufang/SH1614162842141851648.html
33264,33264,整租·绿地MTOWN 1室1厅 南,浦东,张江,绿地MTOWN,45,南,1室1厅1卫,6000,/zufang/SH1636711498887725056.html
33265,33265,整租·罗山一村 1室1厅 南,浦东,金杨,罗山一村,47,南,1室1厅1卫,5500,/zufang/SH1652259097170411520.html
33268,33268,整租·凌虹苑 1室1厅 南/北,浦东,三林,凌虹苑,62,南 北,1室1厅1卫,6800,/zufang/SH1590913793016201216.html
33271,33271,整租·东方御水湾 1室2厅 南,浦东,御桥,东方御水湾,66,南,1室2厅1卫,6500,/zufang/SH1699051474308300800.html
33273,33273,整租·绿茵苑(浦东) 1室1厅 南,浦东,杨思前滩,绿茵苑(浦东),62,南,1室1厅1卫,5000,/zufang/SH1711657702179995648.html
33274,33274,整租·三航小区 1室1厅 南/北,浦东,梅园,三航小区,35,南 北,1室1厅1卫,5000,/zufang/SH1705533370861092864.html
33280,33280,整租·蓝高小区 1室1厅 南,浦东,塘桥,蓝高小区,44,南,1室1厅1卫,6200,/zufang/SH1694906772814299136.html
33281,33281,整租·福竹小区 1室1厅 南,浦东,源深,福竹小区,41,南,1室1厅1卫,7500,/zufang/SH1709183893258633216.html
33282,33282,整租·阳光城魔都 1室1厅 东,浦东,唐镇,阳光城魔都,59,东,1室1厅2卫,7500,/zufang/SH1710173452729581568.html
33283,33283,整租·金鹏苑 1室1厅 南,浦东,金桥,金鹏苑,53,南,1室1厅1卫,5800,/zufang/SH1708037686511534080.html
33293,33293,整租·阳光城MODO自由区 1室1厅 南,浦东,高行,阳光城MODO自由区,49,南,1室1厅1卫,5500,/zufang/SH1712325599776735232.html
33295,33295,整租·香山新村东北街坊 1室1厅 南/北,浦东,金杨,香山新村东北街坊,46,南 北,1室1厅1卫,5200,/zufang/SH1712457073565892608.html
33296,33296,整租·宁阳小区 1室0厅 南,浦东,塘桥,宁阳小区,28,南,1室0厅1卫,5500,/zufang/SH1712756765654777856.html
33298,33298,整租·源竹小区(南片) 1室1厅 南,浦东,源深,源竹小区(南片),42,南,1室1厅1卫,6800,/zufang/SH1715310400041385984.html
33299,33299,整租·德州二村 1室0厅 南,浦东,世博,德州二村,34,南,1室0厅1卫,5300,/zufang/SH1715597736364998656.html
33300,33300,整租·潍坊五村 1室1厅 南,浦东,潍坊,潍坊五村,36,南,1室1厅1卫,5000,/zufang/SH1715603997202579456.html
33301,33301,整租·梅园一街坊 1室1厅 南,浦东,梅园,梅园一街坊,35,南,1室1厅1卫,6200,/zufang/SH1715933934568603648.html
33302,33302,整租·竹园新村(浦东) 1室1厅 南,浦东,源深,竹园新村(浦东),39,南,1室1厅1卫,7200,/zufang/SH1715967119817965568.html
33304,33304,整租·梅园二街坊 1室1厅 南,浦东,梅园,梅园二街坊,33,南,1室1厅1卫,5700,/zufang/SH1645291425161543680.html
33305,33305,整租·尚峰名邸 1室1厅 南/北,浦东,杨思前滩,尚峰名邸,47,南 北,1室1厅1卫,8000,/zufang/SH1653250763327012864.html
33307,33307,整租·汤臣中心 1室0厅 南,浦东,陆家嘴,汤臣中心,47,南,1室0厅1卫,7500,/zufang/SH1665013187235282944.html
33308,33308,整租·南泉路1319号 1室1厅 南,浦东,塘桥,南泉路1319号,36,南,1室1厅1卫,5800,/zufang/SH1664906333079470080.html
33309,33309,整租·展想悦廷 1室1厅 东,浦东,张江,展想悦廷,53,东,1室1厅1卫,7800,/zufang/SH1665231144095842304.html
33310,33310,整租·潍坊十村 1室1厅 南,浦东,潍坊,潍坊十村,37,南,1室1厅1卫,6000,/zufang/SH1665296228314775552.html
33311,33311,整租·阳光城魔都 1室2厅 北,浦东,唐镇,阳光城魔都,44,北,1室2厅1卫,6500,/zufang/SH1610495818601594880.html
33312,33312,整租·崂山六村 1室1厅 南,浦东,梅园,崂山六村,30,南,1室1厅1卫,5200,/zufang/SH1614246590707400704.html
33323,33323,整租·东昌新村 1室1厅 南,浦东,陆家嘴,东昌新村,31,南,1室1厅1卫,6200,/zufang/SH1716329532706783232.html
33324,33324,整租·新领地 1室1厅 南,浦东,花木,新领地,62,南,1室1厅1卫,6200,/zufang/SH1716405136307257344.html
33325,33325,整租·东明新村 1室1厅 南/北,浦东,陆家嘴,东明新村,43,南 北,1室1厅1卫,5500,/zufang/SH1717825961501655040.html
33326,33326,整租·潍坊一村 1室1厅 南,浦东,潍坊,潍坊一村,28,南,1室1厅1卫,5200,/zufang/SH1718604945726373888.html
33327,33327,整租·金桥酒店公寓 1室1厅 南,浦东,碧云,金桥酒店公寓,58,南,1室1厅1卫,5800,/zufang/SH1652270551172907008.html
33328,33328,整租·繁荣昌盛 1室1厅 南,浦东,潍坊,繁荣昌盛,60,南,1室1厅1卫,6500,/zufang/SH1635953082397360128.html
33329,33329,整租·阳光城魔都 1室1厅 南,浦东,唐镇,阳光城魔都,44,南,1室1厅1卫,6500,/zufang/SH1697233490128404480.html
33330,33330,整租·梅园二街坊 1室1厅 南,浦东,梅园,梅园二街坊,37,南,1室1厅1卫,6500,/zufang/SH1667398863423537152.html
33331,33331,整租·桃林一小区 1室1厅 南,浦东,源深,桃林一小区,50,南,1室1厅1卫,6000,/zufang/SH1668264190596349952.html
33342,33342,整租·潍坊六村 1室1厅 南,浦东,潍坊,潍坊六村,31,南,1室1厅1卫,5200,/zufang/SH1704337969470504960.html
33343,33343,整租·金地未未来 1室1厅 南,浦东,高行,金地未未来,54,南,1室1厅1卫,5600,/zufang/SH1679484233048915968.html
33351,33351,整租·香楠小区 1室1厅 南,浦东,张江,香楠小区,48,南,1室1厅1卫,6000,/zufang/SH1706260065226326016.html
33352,33352,整租·东五小区(浦东) 1室1厅 南,浦东,金桥,东五小区(浦东),53,南,1室1厅1卫,5200,/zufang/SH1709499333801410560.html
33353,33353,整租·朱家滩小区 1室1厅 南,浦东,潍坊,朱家滩小区,36,南,1室1厅1卫,5500,/zufang/SH1707002987341152256.html
33354,33354,整租·培花久远公寓 1室1厅 南,浦东,北蔡,培花久远公寓,47,南,1室1厅1卫,5200,/zufang/SH1709505393111072768.html
33363,33363,整租·阳光城魔都 1室1厅 南,浦东,唐镇,阳光城魔都,39,南,1室1厅1卫,5800,/zufang/SH1704447270486802432.html
33369,33369,整租·泉东小区 1室1厅 南,浦东,潍坊,泉东小区,33,南,1室1厅1卫,5000,/zufang/SH1709465165629489152.html
33370,33370,整租·张杨路370弄 1室1厅 南,浦东,陆家嘴,张杨路370弄,35,南,1室1厅1卫,5000,/zufang/SH1717907751666974720.html
33371,33371,整租·东沟二村 1室1厅 南,浦东,高行,东沟二村,58,南,1室1厅1卫,5000,/zufang/SH1699698561265958912.html
33372,33372,整租·华丰新苑 1室1厅 南,浦东,南码头,华丰新苑,56,南,1室1厅1卫,7900,/zufang/SH1693209371766423552.html
33375,33375,整租·金桥酒店公寓 1室1厅 南,浦东,碧云,金桥酒店公寓,66,南,1室1厅1卫,6500,/zufang/SH1712418245761302528.html
33377,33377,整租·上钢七村 1室1厅 南,浦东,世博,上钢七村,36,南,1室1厅1卫,5800,/zufang/SH1698687518855135232.html
33380,33380,整租·锦绣满堂北区 1室1厅 南,浦东,杨东,锦绣满堂北区,56,南,1室1厅1卫,7500,/zufang/SH1679787613436772352.html
33381,33381,整租·东园四村 1室1厅 南,浦东,陆家嘴,东园四村,38,南,1室1厅1卫,6500,/zufang/SH1713399383598301184.html
33382,33382,整租·东昌新村 1室1厅 北,浦东,陆家嘴,东昌新村,33,北,1室1厅1卫,5200,/zufang/SH1663150379145101312.html
33386,33386,整租·潍坊十村 1室1厅 南,浦东,潍坊,潍坊十村,40,南,1室1厅1卫,5000,/zufang/SH1716018239592464384.html
33387,33387,整租·竹南小区 1室1厅 南,浦东,潍坊,竹南小区,39,南,1室1厅1卫,5700,/zufang/SH1697464309614903296.html
33390,33390,整租·培花久远公寓 1室1厅 南,浦东,北蔡,培花久远公寓,52,南,1室1厅1卫,5200,/zufang/SH1703245036562415616.html
33391,33391,整租·绿洲康城亲水湾(东区) 1室1厅 南,浦东,御桥,绿洲康城亲水湾(东区),68,南,1室1厅1卫,5000,/zufang/SH1709051816164982784.html
33392,33392,整租·南杨花园 1室1厅 南,浦东,北蔡,南杨花园,46,南,1室1厅1卫,5200,/zufang/SH1710188445327949824.html
33393,33393,整租·银山小区 1室1厅 南,浦东,金杨,银山小区,50,南,1室1厅1卫,5200,/zufang/SH1710568484758355968.html
33394,33394,整租·东园四村 1室1厅 南,浦东,陆家嘴,东园四村,38,南,1室1厅1卫,7500,/zufang/SH1712000075804180480.html
33398,33398,整租·上钢二村 1室1厅 南/北,浦东,世博,上钢二村,47,南 北,1室1厅1卫,6000,/zufang/SH1705051060910948352.html
33399,33399,整租·凌虹苑 1室1厅 南,浦东,三林,凌虹苑,63,南,1室1厅1卫,6300,/zufang/SH1714192620646825984.html
33400,33400,整租·民康苑 1室1厅 南,浦东,御桥,民康苑,57,南,1室1厅1卫,5200,/zufang/SH1705471031080124416.html
33404,33404,整租·上南六村 1室2厅 东,浦东,世博,上南六村,51,东,1室2厅1卫,5400,/zufang/SH1705572340856782848.html
33405,33405,整租·昌四小区 1室1厅 南,浦东,世博,昌四小区,36,南,1室1厅1卫,5400,/zufang/SH1709070285719732224.html
33406,33406,整租·牡丹小区(浦东) 1室1厅 南,浦东,花木,牡丹小区(浦东),37,南,1室1厅1卫,5300,/zufang/SH1709136262096486400.html
33407,33407,整租·上钢八九村 1室0厅 南/北,浦东,世博,上钢八九村,37,南 北,1室0厅1卫,5500,/zufang/SH1705929910834429952.html
33408,33408,整租·乳山五村 1室1厅 南,浦东,梅园,乳山五村,35,南,1室1厅1卫,6600,/zufang/SH1706937817503891456.html
33409,33409,整租·济阳一村 1室1厅 南,浦东,世博,济阳一村,40,南,1室1厅1卫,5300,/zufang/SH1706974576463839232.html
33410,33410,整租·罗山四村 1室1厅 南,浦东,金杨,罗山四村,49,南,1室1厅1卫,5800,/zufang/SH1712421737754263552.html
33415,33415,整租·梅园四街坊 1室1厅 南,浦东,梅园,梅园四街坊,40,南,1室1厅1卫,6800,/zufang/SH1714551366078169088.html
33416,33416,整租·永建路86弄 1室1厅 南,浦东,金桥,永建路86弄,56,南,1室1厅1卫,5000,/zufang/SH1714565937899765760.html
33419,33419,整租·南杨小区南区 1室1厅 南,浦东,杨思前滩,南杨小区南区,64,南,1室1厅1卫,6000,/zufang/SH1705446652623454208.html
33420,33420,整租·繁荣昌盛 1室1厅 东南,浦东,潍坊,繁荣昌盛,60,东南,1室1厅1卫,6500,/zufang/SH1709883352338661376.html
33421,33421,整租·金唐公寓 1室1厅 南,浦东,唐镇,金唐公寓,58,南,1室1厅1卫,5000,/zufang/SH1707383882023698432.html
33422,33422,整租·金杨新村四街坊 1室1厅 南,浦东,金杨,金杨新村四街坊,44,南,1室1厅1卫,5000,/zufang/SH1710188591126151168.html
33423,33423,整租·华陇建中小区 1室1厅 南,浦东,张江,华陇建中小区,45,南,1室1厅1卫,5200,/zufang/SH1707675305654616064.html
33424,33424,整租·上南八村 1室1厅 南,浦东,世博,上南八村,38,南,1室1厅1卫,5200,/zufang/SH1710559073386102784.html
33428,33428,整租·公元2040 4室2厅 南,浦东,祝桥,公元2040,116,南,4室2厅2卫,4800,/zufang/SH1703656229525520384.html
33429,33429,整租·临港家园 4室2厅 南/北,浦东,临港新城,临港家园,129,南 北,4室2厅1卫,4800,/zufang/SH1701157477300568064.html
33431,33431,整租·蓝色城邦(公寓) 4室2厅 复式 南,浦东,泥城镇,蓝色城邦(公寓),165,南,4室2厅2卫,4000,/zufang/SH1716016109179633664.html
33433,33433,整租·布鲁斯小镇(二期)(别墅) 4室2厅 南/北,浦东,惠南,布鲁斯小镇(二期)(别墅),261,南 北,4室2厅2卫,4500,/zufang/SH1712075371278499840.html
33435,33435,整租·富成小区 4室2厅 南,浦东,惠南,富成小区,78,南,4室2厅2卫,3500,/zufang/SH1693963434661511168.html
33436,33436,整租·天和湖滨家园(公寓) 4室2厅 南,浦东,川沙,天和湖滨家园(公寓),163,南,4室2厅2卫,4500,/zufang/SH1669626588594962432.html
33437,33437,整租·艺泰安邦 4室2厅 南,浦东,宣桥,艺泰安邦,160,南,4室2厅2卫,4200,/zufang/SH1711599520548126720.html
33438,33438,整租·星创城 4室1厅 东,浦东,惠南,星创城,157,东,4室1厅2卫,3800,/zufang/SH1697083016653832192.html
33439,33439,整租·紫丁香花园 5室2厅 南/北,浦东,万祥镇,紫丁香花园,213,南 北,5室2厅3卫,3650,/zufang/SH1676795722462134272.html
33440,33440,整租·汇锦城二期 4室0厅 南/北,浦东,新场,汇锦城二期,91,南 北,4室0厅1卫,3800,/zufang/SH1681171090509922304.html
33441,33441,整租·星创城 4室1厅 东,浦东,惠南,星创城,161,东,4室1厅1卫,4000,/zufang/SH1697090123574804480.html
33442,33442,整租·心圆西苑 4室1厅 南,浦东,川沙,心圆西苑,98,南,4室1厅1卫,4800,/zufang/SH1679033364171980800.html
33443,33443,整租·舜川公寓 5室0厅 南/北,浦东,川沙,舜川公寓,114,南 北,5室0厅1卫,4500,/zufang/SH1693535767571202048.html
33444,33444,整租·绿波城 4室2厅 南,浦东,唐镇,绿波城,58,南,4室2厅3卫,4100,/zufang/SH1694699695055568896.html
33445,33445,整租·东方颐城 4室2厅 南/北,浦东,书院镇,东方颐城,117,南 北,4室2厅2卫,3800,/zufang/SH1701913529646317568.html
33446,33446,整租·博佳花园 4室1厅 南,浦东,惠南,博佳花园,125,南,4室1厅2卫,3900,/zufang/SH1692902467093659648.html
33447,33447,整租·东原逸墅 4室2厅 南,浦东,惠南,东原逸墅,123,南,4室2厅2卫,4800,/zufang/SH1642131533236011008.html
33470,33470,整租·陆家嘴滴水涟岸一期 2室2厅 南/北,浦东,临港新城,陆家嘴滴水涟岸一期,88,南 北,2室2厅2卫,4400,/zufang/SH1720034605827883008.html
33471,33471,整租·海高一村 2室1厅 南,浦东,外高桥,海高一村,66,南,2室1厅1卫,4100,/zufang/SH1714243504982458368.html
33472,33472,整租·海尚乐苑 2室1厅 南,浦东,康桥,海尚乐苑,78,南,2室1厅1卫,4000,/zufang/SH1707281561394610176.html
33473,33473,整租·申华小区 2室1厅 南,浦东,曹路,申华小区,64,南,2室1厅1卫,4300,/zufang/SH2552897691889967104.html
33475,33475,整租·汇贤雅苑 2室1厅 南/北,浦东,航头,汇贤雅苑,71,南 北,2室1厅1卫,4500,/zufang/SH2652680079242698752.html
33476,33476,整租·金桥新村四街坊 2室1厅 东南/南,浦东,金桥,金桥新村四街坊,50,东南 南,2室1厅1卫,4990,/zufang/SH2676061263263973376.html
33477,33477,整租·达城锦园 2室2厅 南/北,浦东,康桥,达城锦园,76,南 北,2室2厅1卫,5000,/zufang/SH1609489822932533248.html
33478,33478,整租·品臻国际公寓 2室1厅 南,浦东,外高桥,品臻国际公寓,65,南,2室1厅1卫,4900,/zufang/SH1630188225542750208.html
33479,33479,整租·瑞和苑 2室1厅 南,浦东,周浦,瑞和苑,75,南,2室1厅1卫,4350,/zufang/SH1612738935648157696.html
33480,33480,整租·河滨小区 2室1厅 南,浦东,川沙,河滨小区,45,南,2室1厅1卫,3300,/zufang/SH1648631995367948288.html
33481,33481,整租·绿地东岸涟城 2室2厅 南,浦东,临港新城,绿地东岸涟城,81,南,2室2厅1卫,3300,/zufang/SH1670323911318831104.html
33482,33482,整租·高行银杏苑 2室1厅 南,浦东,高行,高行银杏苑,59,南,2室1厅1卫,4990,/zufang/SH1689621057943633920.html
33483,33483,整租·东陆新村二街坊 2室1厅 南/北,浦东,金桥,东陆新村二街坊,45,南 北,2室1厅1卫,3700,/zufang/SH1696900700329476096.html
33484,33484,整租·紫叶花园 2室1厅 南,浦东,北蔡,紫叶花园,67,南,2室1厅1卫,4990,/zufang/SH1700160653739687936.html
33485,33485,整租·依水园一期 2室1厅 南,浦东,三林,依水园一期,68,南,2室1厅1卫,5000,/zufang/SH1703324564278214656.html
33486,33486,整租·兰园小区 2室1厅 南,浦东,陆家嘴,兰园小区,37,南,2室1厅1卫,5000,/zufang/SH1704085622513205248.html
33487,33487,整租·鹤沙航城航武嘉园 2室1厅 南,浦东,航头,鹤沙航城航武嘉园,80,南,2室1厅1卫,3800,/zufang/SH1706884916496564224.html
33489,33489,整租·瑞阳苑 2室1厅 南/北,浦东,周浦,瑞阳苑,75,南 北,2室1厅1卫,3800,/zufang/SH1710525921632452608.html
33490,33490,整租·京浦小区 2室1厅 南/北,浦东,御桥,京浦小区,52,南 北,2室1厅1卫,4200,/zufang/SH1717203173166284800.html
33491,33491,整租·园西小区 2室1厅 南,浦东,川沙,园西小区,55,南,2室1厅1卫,4200,/zufang/SH1717810825642639360.html
33492,33492,整租·文汇小区(浦东) 2室1厅 南,浦东,北蔡,文汇小区(浦东),66,南,2室1厅1卫,4930,/zufang/SH1719244496501211136.html
33493,33493,整租·欣顺小区 2室1厅 南/北,浦东,北蔡,欣顺小区,54,南 北,2室1厅1卫,4700,/zufang/SH1718889309680959488.html
33494,33494,整租·上炼二村 2室0厅 南/北,浦东,外高桥,上炼二村,54,南 北,2室0厅1卫,4000,/zufang/SH1719704743850278912.html
33495,33495,整租·栖山小区 2室1厅 南,浦东,洋泾,栖山小区,43,南,2室1厅1卫,4800,/zufang/SH1719704424521138176.html
33496,33496,整租·凌川佳苑 2室2厅 南/北,浦东,川沙,凌川佳苑,84,南 北,2室2厅1卫,4800,/zufang/SH1705788678061686784.html
33497,33497,整租·沙田公寓 2室2厅 南,浦东,川沙,沙田公寓,88,南,2室2厅1卫,4800,/zufang/SH1703994679390896128.html
33498,33498,整租·凌港城 2室1厅 南,浦东,川沙,凌港城,74,南,2室1厅1卫,3300,/zufang/SH1705472108479381504.html
33500,33500,整租·东南新村(浦东) 2室1厅 南,浦东,陆家嘴,东南新村(浦东),48,南,2室1厅1卫,4800,/zufang/SH1652244645700173824.html
33501,33501,整租·东陆新村七街坊 2室1厅 南,浦东,金桥,东陆新村七街坊,42,南,2室1厅1卫,4800,/zufang/SH1694906094255603712.html
33502,33502,整租·蓝色城邦(公寓) 2室2厅 南,浦东,泥城镇,蓝色城邦(公寓),87,南,2室2厅1卫,3600,/zufang/SH1700051530180198400.html
33503,33503,整租·石家街144弄 2室1厅 南/北,浦东,外高桥,石家街144弄,79,南 北,2室1厅1卫,4600,/zufang/SH1702620058892632064.html
33504,33504,整租·繁荣安居 2室1厅 南,浦东,周浦,繁荣安居,69,南,2室1厅1卫,4000,/zufang/SH1711572312223907840.html
33505,33505,整租·中虹家园 2室1厅 南/北,浦东,曹路,中虹家园,70,南 北,2室1厅1卫,3600,/zufang/SH1702908356131291136.html
33506,33506,整租·金桥新村一街坊 2室1厅 南,浦东,金桥,金桥新村一街坊,59,南,2室1厅1卫,4900,/zufang/SH1711739266268135424.html
33507,33507,整租·金杨新村九街坊 2室1厅 南,浦东,金杨,金杨新村九街坊,63,南,2室1厅1卫,4800,/zufang/SH1711597115148337152.html
33508,33508,整租·昱龙家园 2室1厅 南,浦东,康桥,昱龙家园,81,南,2室1厅1卫,4800,/zufang/SH1707698242109571072.html
33509,33509,整租·东南一村 2室1厅 南,浦东,周浦,东南一村,51,南,2室1厅1卫,4000,/zufang/SH1705107436387434496.html
33510,33510,整租·星颂家园 2室2厅 南,浦东,曹路,星颂家园,79,南,2室2厅1卫,4200,/zufang/SH1689277916698902528.html
33511,33511,整租·罗山一村 2室1厅 南,浦东,金杨,罗山一村,71,南,2室1厅1卫,4700,/zufang/SH1705125891773825024.html
